ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
15,Hawaii,HI,15001,Hawaii County,15001020100,Census Tract 201; Hawaii County; Hawaii,97.064446654332,4499,472,2089,161,1644,141,818,213,183,104,367,95,268,107,210,97,890,144,840,192,754,148,68,42,204,94,3555,505,6,5,10,12,83,41,89,36,18,5,18.3,4.3,7.7,3.9,22.3,5.5,8.1,3.1,4.7,2.0,19.8,3.7,18.7,3.1,16.9,3.4,4.1,2.5,4.7,2.1,79.0,7.6,0.2,0.2,0.5,0.6,5.0,2.5,5.4,2.1,0.4,0.1,0.6792,0.7725,0.4693,0.6854,0.691,3.2974,0.7844,0.4554,0.4671,0.8561,0.5613,0.6948,3.0347,0.8019,0.4014,0.4014,0.4014,0.2075,0.8278,0.3561,0.5637,0.5352,2.4903,0.6675,9.2238,0.7488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2851,318,91,5,7,542,190,1132,249,0,12,553,229,1315,342,8,10,19.3,5.4,0.1,0.1,12.0,4.0,25.2,5.0,0.0,0.7,12.3,4.8,29.2,6.2,0.2,0.2
15,Hawaii,HI,15001,Hawaii County,15001021015,Census Tract 210.15; Hawaii County; Hawaii,6.95598274384,4598,961,2095,186,1817,290,436,312,0,12,628,325,199,219,414,272,920,473,954,514,1151,629,64,99,59,105,3362,1137,0,16,0,12,29,48,0,12,0,12,9.5,6.5,0.0,1.6,34.6,17.0,6.1,7.1,9.5,6.0,20.0,10.9,20.7,9.8,26.5,12.9,3.5,5.4,1.3,2.3,73.1,19.4,0.0,0.8,0.0,1.5,1.6,2.6,0.0,1.8,0.0,0.3,0.3396,0.0,0.7712,0.5329,0.9481,2.5918,0.5237,0.4624,0.5681,0.9953,0.4811,0.3099,2.8168,0.7005,0.3169,0.3169,0.3169,0.0,0.0,0.1321,0.0,0.0,0.1321,0.0189,5.8576,0.2417,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2615,131,139,126,197,807,516,510,286,0,12,654,411,1265,829,0,12,7.2,7.8,2.7,4.1,17.6,10.5,11.1,7.2,0.0,0.7,14.2,9.0,27.5,16.0,0.0,0.7
15,Hawaii,HI,15001,Hawaii County,15001021016,Census Tract 210.16; Hawaii County; Hawaii,26.815819039462,5088,762,2222,177,1898,201,1265,375,244,135,422,147,182,102,158,114,1245,287,879,444,974,246,115,83,50,79,2972,921,19,32,20,26,137,77,24,36,0,17,24.9,6.4,10.2,5.4,22.2,7.4,5.0,2.8,3.1,2.2,24.5,6.2,17.3,7.4,19.1,5.2,6.0,4.3,1.0,1.6,58.4,15.8,0.9,1.4,0.9,1.2,7.2,4.0,1.3,1.9,0.0,0.3,0.8278,0.9005,0.4646,0.4319,0.5024,3.1272,0.7299,0.7136,0.3826,0.9198,0.7146,0.2394,2.97,0.7689,0.1596,0.1596,0.1596,0.2783,0.8703,0.5,0.217,0.0,1.8656,0.4222,8.1224,0.609,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2662,326,122,36,50,1076,520,393,271,0,17,288,201,1179,480,0,17,17.2,6.0,0.7,1.0,21.1,9.0,7.7,5.3,0.0,0.6,5.7,3.8,23.2,8.4,0.0,0.6
15,Hawaii,HI,15001,Hawaii County,15001021017,Census Tract 210.17; Hawaii County; Hawaii,31.556858161942,3566,551,1994,189,1732,203,971,274,159,106,554,197,286,174,278,133,957,312,552,259,833,211,94,78,34,60,2201,626,10,18,0,12,292,140,129,103,0,12,27.3,6.4,9.7,6.5,32.0,10.7,9.7,5.6,7.8,3.6,26.8,8.9,15.5,6.1,23.4,6.2,5.4,4.5,1.0,1.7,61.7,14.7,0.5,0.9,0.0,1.6,16.9,7.8,7.4,6.0,0.0,0.3,0.8656,0.872,0.7075,0.77,0.9009,4.116,0.9526,0.8169,0.3028,0.9811,0.6675,0.2394,3.0077,0.7901,0.1878,0.1878,0.1878,0.2193,0.0,0.8726,0.6415,0.0,1.7334,0.375,9.0449,0.7299,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1636,259,113,14,18,636,298,280,153,3,5,358,205,865,270,45,68,15.0,6.4,0.4,0.5,17.8,7.1,7.9,4.1,0.1,0.1,10.0,5.6,24.3,6.0,1.3,1.9
15,Hawaii,HI,15001,Hawaii County,15001021101,Census Tract 211.01; Hawaii County; Hawaii,41.054273536648,2996,485,1727,209,1402,203,1426,324,176,89,405,149,187,70,137,74,834,192,480,245,550,147,32,31,26,49,1413,563,0,16,4,6,43,29,63,46,0,12,47.6,7.6,14.9,6.9,28.9,9.8,7.9,2.9,4.6,2.6,27.8,6.6,16.0,6.4,18.4,4.8,2.3,2.2,0.9,1.7,47.2,17.2,0.0,0.9,0.2,0.4,3.1,2.0,4.5,3.2,0.0,0.4,0.9764,0.9716,0.6392,0.662,0.6769,3.9261,0.9194,0.8498,0.3286,0.9033,0.3538,0.1972,2.6327,0.5873,0.0728,0.0728,0.0728,0.0,0.7877,0.2571,0.5071,0.0,1.5519,0.3137,8.1835,0.6161,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1305,232,98,15,13,423,217,238,154,38,28,276,214,419,137,4,7,16.5,6.2,0.5,0.5,14.1,6.2,7.9,4.8,1.3,1.0,9.2,6.6,14.0,4.3,0.1,0.2
15,Hawaii,HI,15001,Hawaii County,15001021107,Census Tract 211.07; Hawaii County; Hawaii,183.419404141642,1003,258,495,75,383,88,390,172,42,37,63,38,63,48,175,94,303,89,153,94,224,106,28,30,42,63,750,284,2,12,19,24,50,43,14,24,22,6,39.2,14.0,8.6,6.6,16.4,9.2,7.9,5.6,17.4,8.3,30.2,8.7,15.3,7.3,22.3,9.5,7.4,7.6,4.3,6.3,74.8,20.8,0.4,2.4,3.8,4.7,13.1,10.8,3.7,6.2,2.2,0.2,0.9505,0.827,0.2736,0.662,0.9929,3.706,0.8815,0.9061,0.2934,0.9717,0.8184,0.6714,3.661,0.9811,0.3474,0.3474,0.3474,0.2123,0.9929,0.7948,0.4387,0.7981,3.2368,0.8892,10.9512,0.9384,1,0,0,0,1,2,1,0,1,0,0,2,0,0,0,1,0,0,0,1,5,2129,59,37,1,6,110,109,385,180,0,12,124,81,130,103,0,12,15.4,8.8,0.1,0.6,11.0,10.2,38.4,13.9,0.0,3.2,12.4,7.3,13.0,9.2,0.0,3.2
15,Hawaii,HI,15001,Hawaii County,15001021108,Census Tract 211.08; Hawaii County; Hawaii,43.434879240434,6155,1054,2910,251,2418,296,2538,844,186,111,782,229,440,198,501,235,1342,358,1574,567,1497,419,167,121,56,82,3698,1252,5,7,18,25,97,63,191,113,2,2,41.7,11.8,9.0,4.9,32.3,8.6,10.0,4.6,8.1,3.6,21.8,5.7,25.6,6.8,24.3,6.4,6.9,4.9,1.0,1.4,60.1,17.5,0.1,0.2,0.6,0.9,4.0,2.6,7.9,4.5,0.0,0.0,0.9646,0.8483,0.7123,0.7817,0.9127,4.2196,0.9668,0.5798,0.7958,0.9858,0.7877,0.2394,3.3885,0.941,0.169,0.169,0.169,0.2052,0.8443,0.3042,0.6627,0.0,2.0164,0.4788,9.7935,0.8412,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,3930,327,114,21,32,1331,673,629,298,0,17,498,243,1079,367,140,155,13.5,4.5,0.3,0.5,21.6,9.1,10.2,5.3,0.0,0.5,8.1,3.6,17.5,6.0,2.3,2.6
15,Hawaii,HI,15001,Hawaii County,15001021203,Census Tract 212.03; Hawaii County; Hawaii,782.652152553404,5591,1147,2996,357,2251,356,1783,600,312,167,663,272,317,159,331,178,1147,373,1347,503,712,312,63,81,93,87,4394,1234,59,100,0,17,216,167,177,121,29,4,32.0,8.5,13.8,6.6,29.5,11.1,8.2,3.7,5.9,2.9,20.5,6.4,24.1,5.9,12.8,5.4,2.8,3.6,1.9,1.7,78.6,15.1,2.0,3.3,0.0,1.1,9.6,7.3,7.9,5.5,0.5,0.1,0.9057,0.9645,0.6557,0.6948,0.8278,4.0485,0.9455,0.493,0.7535,0.6085,0.4198,0.439,2.7138,0.6344,0.3967,0.3967,0.3967,0.3561,0.0,0.6344,0.6627,0.5728,2.226,0.566,9.385,0.7773,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3498,272,138,82,103,1383,587,824,264,0,17,228,212,1819,634,58,87,12.1,6.0,1.5,1.8,24.7,8.0,14.7,4.4,0.0,0.6,4.1,3.8,32.5,8.4,1.0,1.5
15,Hawaii,HI,15001,Hawaii County,15001021204,Census Tract 212.04; Hawaii County; Hawaii,147.067432886018,2639,469,1401,132,1073,140,653,228,91,37,348,130,153,71,204,84,817,165,567,229,423,117,24,21,61,55,1650,513,31,42,8,11,95,53,30,21,1,2,24.9,7.5,9.9,3.9,32.4,11.4,8.0,3.5,7.7,3.4,31.0,6.5,21.5,5.7,16.0,3.6,2.2,1.9,2.5,2.2,62.5,16.0,2.2,3.0,0.6,0.8,8.8,4.8,2.8,1.9,0.0,0.1,0.8278,0.8886,0.7146,0.6737,0.8962,4.0009,0.936,0.9296,0.6174,0.8208,0.3396,0.5094,3.2168,0.8726,0.1972,0.1972,0.1972,0.3726,0.8443,0.5967,0.3656,0.0,2.1792,0.5542,9.5941,0.8057,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1721,194,78,10,13,474,256,310,107,0,12,182,98,674,228,0,12,18.1,7.2,0.4,0.5,18.0,8.3,11.7,4.0,0.0,1.2,6.9,3.5,25.5,6.5,0.0,1.2
15,Hawaii,HI,15001,Hawaii County,15001021300,Census Tract 213; Hawaii County; Hawaii,313.291955886948,7384,1350,3243,344,2474,343,1524,643,372,174,399,159,544,288,663,263,2042,587,992,388,777,275,38,47,176,142,3743,1628,39,48,0,17,210,159,57,53,0,17,20.7,7.9,9.2,3.8,16.1,6.0,9.4,5.2,9.0,3.5,27.7,6.5,13.4,4.2,10.5,4.1,1.5,1.9,2.5,1.9,50.7,20.0,1.2,1.5,0.0,1.0,8.5,6.3,2.3,2.2,0.0,0.2,0.7429,0.8578,0.2665,0.7606,0.9387,3.5665,0.8555,0.8427,0.1995,0.3962,0.2476,0.5094,2.1954,0.3231,0.0986,0.0986,0.0986,0.2948,0.0,0.5825,0.3231,0.0,1.2004,0.1887,7.0609,0.436,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3165,319,188,132,122,796,561,1002,609,35,47,744,551,909,411,125,123,12.9,7.5,1.8,1.6,10.8,7.2,13.6,8.4,0.5,0.7,10.1,7.2,12.3,4.7,1.7,1.6
15,Hawaii,HI,15001,Hawaii County,15001021402,Census Tract 214.02; Hawaii County; Hawaii,16.193442591782,3858,920,1355,138,1238,144,414,157,26,19,255,119,282,173,155,114,971,195,908,391,786,246,9,15,233,163,3215,931,108,63,12,20,160,82,84,61,33,7,10.8,3.2,1.6,1.2,20.6,9.3,10.3,5.5,4.0,3.1,25.2,7.2,23.5,6.2,20.5,4.9,0.7,1.2,6.4,4.2,83.3,13.7,8.0,4.6,0.9,1.5,12.9,6.5,6.8,4.5,0.9,0.3,0.3939,0.1303,0.4175,0.7934,0.6085,2.3436,0.4431,0.7653,0.7136,0.9387,0.1557,0.777,3.3503,0.9245,0.4883,0.4883,0.4883,0.5283,0.8703,0.7901,0.6179,0.6643,3.4709,0.9387,9.6531,0.8152,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,5355,262,107,17,19,680,446,1406,548,0,12,168,94,944,402,0,12,21.2,8.6,0.4,0.5,17.6,9.7,36.4,10.8,0.0,0.8,4.4,2.5,24.5,8.5,0.0,0.8
15,Hawaii,HI,15001,Hawaii County,15001021502,Census Tract 215.02; Hawaii County; Hawaii,362.139036128666,5103,736,1997,212,1823,218,744,314,151,111,406,139,325,148,351,136,1168,240,1165,342,452,139,86,63,80,87,3211,807,38,43,0,17,122,71,52,52,33,7,14.8,5.8,5.7,4.0,22.3,7.1,8.6,3.9,6.9,2.6,22.9,4.5,22.8,4.3,8.9,2.9,4.7,3.4,1.7,1.8,62.9,13.0,1.9,2.1,0.0,1.6,6.7,3.8,2.9,2.8,0.6,0.1,0.566,0.628,0.4693,0.73,0.8703,3.2636,0.7725,0.6502,0.6714,0.2547,0.6297,0.3991,2.6051,0.5778,0.1995,0.1995,0.1995,0.3514,0.0,0.4552,0.3774,0.6033,1.7873,0.3962,7.8555,0.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3229,148,78,0,17,919,418,627,203,0,17,468,237,1197,375,0,17,8.1,4.3,0.0,0.6,18.0,7.1,12.3,3.6,0.0,0.6,9.2,4.5,23.5,6.0,0.0,0.6
15,Hawaii,HI,15001,Hawaii County,15001021504,Census Tract 215.04; Hawaii County; Hawaii,11.862587423246,6416,914,1935,191,1734,205,2007,547,224,99,361,103,379,198,566,259,870,191,2005,420,801,184,105,79,263,200,5489,943,248,113,0,17,408,142,125,75,22,15,31.6,7.3,7.9,3.1,20.8,5.4,9.7,4.8,8.9,3.5,13.6,2.9,31.3,3.9,12.5,2.6,6.1,4.5,4.5,3.4,85.6,8.2,12.9,5.7,0.0,1.7,23.5,7.7,7.2,4.1,0.3,0.2,0.9009,0.7962,0.4198,0.77,0.934,3.8209,0.8934,0.1901,0.9178,0.566,0.7241,0.6831,3.0811,0.8231,0.5469,0.5469,0.5469,0.5896,0.0,0.9575,0.6344,0.4859,2.6674,0.7123,10.1163,0.8839,1,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,4,13914,322,180,0,17,460,237,741,318,1,2,2936,805,1351,414,0,17,18.6,9.6,0.0,0.5,7.2,3.6,11.5,4.7,0.0,0.1,45.8,9.2,21.1,5.9,0.0,0.5
15,Hawaii,HI,15001,Hawaii County,15001021510,Census Tract 215.10; Hawaii County; Hawaii,8.775655987108,5020,1161,2795,246,1681,263,954,354,89,59,446,149,353,217,187,260,1532,423,1053,426,575,143,100,61,241,200,2564,1241,771,211,0,17,121,83,66,52,64,5,19.6,5.7,4.1,3.4,26.5,7.8,9.1,4.5,3.8,5.3,30.5,6.4,21.0,5.0,11.6,3.1,5.9,3.5,5.2,4.2,51.1,21.7,27.6,7.1,0.0,1.2,7.2,4.8,3.9,3.2,1.3,0.3,0.7146,0.4597,0.5802,0.7512,0.5755,3.0812,0.7014,0.9108,0.5822,0.4882,0.7052,0.7254,3.4118,0.9434,0.1009,0.1009,0.1009,0.7052,0.0,0.5,0.4693,0.7183,2.3928,0.6274,8.9867,0.718,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2808,110,81,0,17,658,379,1083,1008,0,17,359,247,464,205,0,17,6.5,4.7,0.0,0.6,13.1,6.8,21.6,16.9,0.0,0.6,7.2,5.0,9.2,4.1,0.0,0.6
15,Hawaii,HI,15001,Hawaii County,15001021511,Census Tract 215.11; Hawaii County; Hawaii,1.35422766837,2204,680,681,113,612,136,278,163,68,74,170,105,69,59,14,16,538,227,446,207,237,147,48,39,14,47,1276,795,152,97,0,12,50,56,3,5,0,12,12.8,6.3,5.9,6.9,27.8,16.0,4.5,3.7,0.6,0.7,24.4,11.2,20.2,5.1,10.8,6.2,7.8,6.1,0.7,2.3,57.9,31.3,22.3,13.8,0.0,4.7,8.2,9.0,0.5,0.9,0.0,0.5,0.4717,0.6445,0.6085,0.3873,0.0991,2.2111,0.3981,0.7113,0.5399,0.4222,0.8396,0.1667,2.6797,0.6085,0.1573,0.1573,0.1573,0.6675,0.0,0.5613,0.1226,0.0,1.3514,0.2311,6.3995,0.3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,55,64,0,12,90,99,874,556,0,12,16,26,296,164,0,12,9.0,10.9,0.0,1.5,4.1,4.9,39.7,19.3,0.0,1.5,0.7,1.2,13.4,7.5,0.0,1.5
15,Hawaii,HI,15001,Hawaii County,15001021512,Census Tract 215.12; Hawaii County; Hawaii,6.685387404262,4594,754,2134,296,1828,239,534,352,44,56,476,214,74,58,90,77,903,230,730,337,578,229,141,133,77,85,2524,942,458,207,0,12,104,81,257,177,2,3,11.7,7.5,1.9,2.3,26.0,11.2,2.1,1.5,2.0,1.6,19.7,5.4,15.9,5.8,12.6,4.8,7.7,7.2,1.8,1.9,54.9,18.4,21.5,9.2,0.0,1.5,5.7,4.4,14.1,8.8,0.0,0.1,0.4222,0.1682,0.5684,0.1784,0.3208,1.658,0.2346,0.4507,0.3216,0.5802,0.8349,0.4225,2.6099,0.5802,0.1291,0.1291,0.1291,0.6627,0.0,0.3986,0.8019,0.0,1.8632,0.4198,6.2602,0.3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3083,198,144,127,130,71,61,839,424,0,12,406,261,959,399,122,186,10.8,7.5,2.8,2.9,1.5,1.3,18.3,8.8,0.0,0.7,8.8,5.5,20.9,7.6,2.7,4.1
15,Hawaii,HI,15001,Hawaii County,15001021513,Census Tract 215.13; Hawaii County; Hawaii,87.809364725008,5579,1073,2593,283,2041,312,935,479,86,69,652,233,263,214,250,156,1187,393,994,371,568,210,111,116,235,201,3726,1159,0,24,51,81,50,58,49,57,38,9,16.8,8.0,2.7,2.2,31.9,10.3,6.5,5.0,4.5,2.7,21.3,6.1,17.8,5.0,10.2,3.2,5.4,5.6,4.4,3.7,66.8,16.3,0.0,0.9,2.0,3.1,2.4,2.8,2.4,2.8,0.7,0.1,0.6297,0.2796,0.7052,0.5634,0.6604,2.8383,0.6161,0.5446,0.4038,0.3703,0.6675,0.6808,2.667,0.6014,0.2394,0.2394,0.2394,0.0,0.9575,0.1981,0.3255,0.6315,2.1126,0.5142,7.8573,0.5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6402,176,143,0,17,484,401,929,622,0,17,769,434,1515,563,29,35,8.6,6.7,0.0,0.6,8.7,7.0,16.7,9.6,0.0,0.6,13.8,7.4,27.2,8.3,0.5,0.6
15,Hawaii,HI,15001,Hawaii County,15001021605,Census Tract 216.05; Hawaii County; Hawaii,4.266422466776,4240,826,2145,236,1593,269,712,424,41,44,512,221,311,207,374,353,940,292,576,312,493,219,57,73,400,312,2286,921,1101,290,0,12,183,111,94,69,194,30,16.8,9.5,1.8,2.0,32.1,12.8,9.1,5.4,8.8,8.1,22.2,7.5,13.6,6.2,11.6,4.9,3.6,4.5,9.6,7.3,53.9,19.0,51.3,12.3,0.0,1.5,11.5,6.7,5.9,4.2,4.6,1.1,0.6297,0.1635,0.7099,0.7512,0.9245,3.1788,0.7464,0.6033,0.2066,0.4882,0.4976,0.8803,2.676,0.6061,0.1174,0.1174,0.1174,0.8208,0.0,0.7193,0.5825,0.8944,3.017,0.8184,8.9892,0.7204,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8816,175,140,10,27,526,412,1166,481,9,15,48,71,527,243,0,12,11.0,8.4,0.2,0.7,12.4,9.3,27.5,8.5,0.2,0.4,1.1,1.7,12.4,5.3,0.0,0.8
15,Hawaii,HI,15001,Hawaii County,15001021606,Census Tract 216.06; Hawaii County; Hawaii,2.55065737985,4118,913,1679,173,1373,221,1123,680,59,80,487,198,235,190,308,261,755,195,1105,516,532,215,91,94,157,158,2108,1013,424,148,0,12,175,133,177,111,61,9,27.6,15.5,2.7,4.0,35.5,13.2,8.3,6.1,7.5,6.0,18.3,5.5,26.8,8.7,12.9,5.3,6.6,6.8,4.3,4.3,51.2,21.8,25.3,8.4,0.0,1.9,12.7,9.5,12.9,7.7,1.5,0.4,0.8726,0.2796,0.7901,0.7089,0.8915,3.5427,0.8531,0.3779,0.8216,0.6132,0.7547,0.6714,3.2388,0.8797,0.1056,0.1056,0.1056,0.6887,0.0,0.7807,0.7877,0.7394,2.9965,0.8066,9.8836,0.8531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2731,196,109,19,29,711,676,426,301,0,12,407,349,499,310,46,71,14.3,7.8,0.5,0.7,17.3,14.3,10.3,7.0,0.0,0.8,9.9,8.1,12.1,7.1,1.1,1.8
15,Hawaii,HI,15001,Hawaii County,15001021607,Census Tract 216.07; Hawaii County; Hawaii,1.916940059108,4731,829,2146,274,1772,268,650,379,51,49,421,159,186,209,136,103,984,212,998,394,302,148,0,16,227,147,1997,1070,87,99,0,12,44,29,0,12,14,3,13.7,7.6,2.1,2.0,23.8,8.2,5.5,5.9,2.9,2.1,20.8,5.0,21.1,5.9,6.4,3.3,0.0,0.9,5.0,3.1,42.2,21.4,4.1,4.6,0.0,1.5,2.5,1.6,0.0,1.8,0.3,0.0,0.5259,0.1991,0.5189,0.4836,0.4693,2.1968,0.391,0.5211,0.5915,0.1156,0.0,0.7089,1.9371,0.191,0.0516,0.0516,0.0516,0.4552,0.0,0.2052,0.0,0.4859,1.1463,0.1816,5.3318,0.1659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988,21,24,0,12,278,203,1028,426,0,12,97,92,594,283,0,12,1.2,1.4,0.0,0.7,5.9,4.2,21.7,8.4,0.0,0.7,2.1,2.0,12.6,5.3,0.0,0.7
15,Hawaii,HI,15001,Hawaii County,15001021608,Census Tract 216.08; Hawaii County; Hawaii,1.111355224596,4381,1068,2896,383,1797,395,292,193,100,82,320,211,184,211,112,107,1083,458,467,256,587,380,0,16,334,314,1707,1316,953,284,0,12,91,108,25,22,2,2,6.7,4.1,3.9,3.5,17.8,11.1,5.3,5.8,2.6,2.5,24.7,9.7,10.7,4.8,13.4,8.1,0.0,0.9,7.9,7.2,39.0,28.5,32.9,8.8,0.0,1.1,5.1,5.9,1.4,1.2,0.0,0.0,0.2028,0.4408,0.3113,0.4648,0.4222,1.8419,0.2749,0.7207,0.0939,0.6486,0.0,0.8357,2.2989,0.3892,0.0282,0.0282,0.0282,0.7406,0.0,0.3656,0.2241,0.0,1.3303,0.2241,5.4993,0.1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2235,210,161,249,289,65,76,930,655,0,12,94,104,369,178,0,12,11.7,8.2,5.7,6.7,1.5,1.8,21.2,12.7,0.0,0.7,2.1,2.5,8.4,4.2,0.0,0.7
15,Hawaii,HI,15001,Hawaii County,15001021705,Census Tract 217.05; Hawaii County; Hawaii,41.609763117272,6507,1092,2519,341,2370,340,1149,702,254,209,792,316,58,84,243,210,1272,337,1558,612,575,245,189,137,94,164,4978,1196,91,89,5,8,274,203,20,29,128,18,17.7,10.4,7.2,5.6,33.4,12.4,1.2,1.8,3.7,3.2,19.5,6.4,23.9,6.7,8.8,3.7,7.9,5.7,1.6,2.7,76.5,13.2,3.6,3.5,0.2,0.3,11.6,8.4,0.8,1.2,2.0,0.4,0.6651,0.737,0.7311,0.0939,0.5684,2.7955,0.6043,0.446,0.7347,0.2453,0.8467,0.3756,2.6483,0.5896,0.3709,0.3709,0.3709,0.4316,0.7877,0.7264,0.1557,0.784,2.8854,0.7665,8.7001,0.6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4802,253,174,0,17,691,447,1291,661,0,17,756,606,2240,844,0,17,10.7,7.4,0.0,0.5,10.6,6.9,19.8,9.7,0.0,0.5,11.6,9.2,34.4,10.6,0.0,0.5
15,Hawaii,HI,15001,Hawaii County,15001021706,Census Tract 217.06; Hawaii County; Hawaii,160.592409497404,4153,709,1434,206,1311,213,455,204,57,33,203,99,232,201,134,107,876,231,1198,380,546,195,14,16,39,74,3401,756,0,16,19,33,112,89,14,11,0,12,11.0,4.5,2.9,1.7,15.5,7.1,8.2,6.9,3.2,2.5,21.1,6.1,28.8,5.8,13.2,4.7,1.1,1.2,1.0,1.9,81.9,11.7,0.0,1.1,1.3,2.3,8.6,6.6,1.1,0.8,0.0,0.3,0.4009,0.3246,0.2547,0.6948,0.5189,2.1939,0.3886,0.5352,0.8662,0.6368,0.2005,0.2394,2.4781,0.5047,0.4507,0.4507,0.4507,0.0,0.9222,0.5849,0.1934,0.0,1.7005,0.3608,6.8232,0.4005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5109,149,89,3,5,209,116,1010,410,0,12,773,235,1406,526,0,12,11.4,6.3,0.1,0.1,5.0,2.9,24.3,9.8,0.0,0.8,18.6,5.2,33.9,9.6,0.0,0.8
