ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42001,Adams County,42001030101,Census Tract 301.01; Adams County; Pennsylvania,21.149361763036,2658,14,1173,95,1061,90,174,85,36,26,233,94,181,69,206,127,521,108,560,88,292,70,24,26,47,61,341,153,0,15,43,26,8,17,6,9,0,11,6.6,3.2,2.4,1.8,22.0,8.7,9.1,3.5,7.8,4.8,19.6,4.1,21.1,3.3,11.0,2.7,2.3,2.4,1.9,2.4,12.8,5.8,0.0,1.3,3.7,2.2,0.8,1.6,0.6,0.8,0.0,0.4,0.1345,0.1959,0.4794,0.6445,0.7932,2.2475,0.4281,0.5333,0.5752,0.2866,0.2456,0.7568,2.3975,0.4715,0.4392,0.4392,0.4392,0.0,0.7248,0.515,0.0438,0.0,1.2836,0.1374,6.3678,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,68,29,2,4,207,104,8,10,0,11,0,11,113,86,11,15,6.4,2.7,0.1,0.2,7.8,3.9,0.3,0.4,0.0,1.1,0.0,1.1,4.3,3.2,0.4,0.6
42,Pennsylvania,PA,42001,Adams County,42001030803,Census Tract 308.03; Adams County; Pennsylvania,13.499314341956,2712,18,982,61,906,67,323,102,41,29,125,42,127,55,136,65,504,87,712,141,325,116,108,70,30,50,200,117,0,15,92,39,16,18,8,9,0,11,11.9,3.8,3.1,2.2,13.8,4.5,7.6,3.1,5.0,2.4,18.6,3.2,26.3,5.2,12.0,4.3,11.9,7.7,1.2,1.9,7.4,4.3,0.0,1.5,9.4,3.9,1.8,2.0,0.9,1.0,0.0,0.4,0.3308,0.2905,0.1244,0.5501,0.5783,1.8741,0.3136,0.4802,0.8623,0.348,0.8706,0.6581,3.2192,0.8756,0.2631,0.2631,0.2631,0.0,0.8533,0.7138,0.0697,0.0,1.6368,0.2418,6.9932,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,50,30,52,62,122,101,0,11,1,3,0,11,23,33,2,4,5.5,3.1,1.9,2.3,4.5,3.7,0.0,1.1,0.0,0.1,0.0,1.1,0.8,1.2,0.1,0.1
42,Pennsylvania,PA,42001,Adams County,42001030901,Census Tract 309.01; Adams County; Pennsylvania,2.13227146112,3464,409,1406,99,1332,100,580,150,57,34,413,100,261,83,145,53,575,105,742,93,515,117,52,26,70,50,510,568,54,17,49,40,14,11,87,41,5,3,16.8,3.9,2.8,1.8,31.0,7.1,11.3,3.5,4.2,1.6,16.6,3.3,21.4,3.6,14.9,3.7,3.9,1.9,2.1,1.5,14.7,16.3,3.8,1.2,3.5,2.8,1.0,0.8,6.5,3.1,0.1,0.1,0.5006,0.2456,0.7553,0.7494,0.4878,2.7387,0.5869,0.3698,0.5945,0.5571,0.4353,0.7753,2.732,0.6735,0.4834,0.4834,0.4834,0.511,0.7183,0.5618,0.5018,0.3021,2.595,0.6679,8.5491,0.6737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6772,223,68,9,13,405,158,10,12,0,11,0,11,75,45,11,17,16.7,5.0,0.3,0.4,11.7,4.4,0.3,0.3,0.0,0.9,0.0,0.9,2.2,1.3,0.3,0.5
42,Pennsylvania,PA,42001,Adams County,42001030902,Census Tract 309.02; Adams County; Pennsylvania,8.055115523524,4181,396,1904,209,1837,225,479,237,15,25,517,173,344,118,79,65,1532,249,729,140,616,191,107,73,88,86,330,561,52,49,0,11,0,15,115,76,182,5,12.0,5.8,0.9,1.5,28.1,8.8,10.7,3.6,2.0,1.6,36.6,4.6,17.4,2.9,15.4,4.6,5.8,3.9,2.2,2.1,7.9,13.4,2.7,2.6,0.0,1.6,0.0,0.8,6.3,4.1,4.4,0.4,0.3367,0.047,0.6891,0.7254,0.1941,1.9923,0.3504,0.9845,0.3024,0.5932,0.6153,0.7826,3.278,0.8906,0.2839,0.2839,0.2839,0.4531,0.0,0.0,0.4909,0.8632,1.8072,0.3056,7.3614,0.4725,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3696,174,83,2,6,303,176,0,11,0,11,0,11,25,25,0,11,9.5,4.3,0.0,0.1,7.2,4.1,0.0,0.7,0.0,0.7,0.0,0.7,0.6,0.6,0.0,0.7
42,Pennsylvania,PA,42001,Adams County,42001031000,Census Tract 310; Adams County; Pennsylvania,3.07282751618,2146,225,834,77,834,77,165,76,52,45,203,80,61,37,100,68,264,49,503,125,298,79,28,21,0,44,234,313,0,15,7,10,0,15,0,11,8,8,7.7,3.5,4.2,3.5,24.3,9.3,4.1,2.5,4.7,3.1,12.3,2.4,23.4,4.3,13.9,3.6,3.4,2.5,0.0,2.2,10.9,14.5,0.0,1.8,0.8,1.1,0.0,1.8,0.0,3.5,0.4,0.4,0.1757,0.4474,0.5703,0.2723,0.5471,2.0128,0.3566,0.1688,0.7381,0.4808,0.3788,0.0,1.7665,0.1512,0.3903,0.3903,0.3903,0.0,0.5669,0.0,0.0,0.5403,1.1072,0.1003,5.2768,0.1424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,47,28,0,11,181,117,0,11,0,11,0,11,53,44,0,11,5.6,3.3,0.0,1.4,8.4,5.2,0.0,1.4,0.0,1.4,0.0,1.4,2.5,2.0,0.0,1.4
42,Pennsylvania,PA,42001,Adams County,42001031101,Census Tract 311.01; Adams County; Pennsylvania,1.174766686566,5070,358,2223,200,2095,198,942,428,39,53,500,182,226,109,131,150,946,263,1085,156,711,218,212,150,0,64,424,523,55,34,0,16,0,22,182,102,10,9,18.8,8.4,1.4,1.9,23.9,8.4,6.6,3.1,2.6,2.9,18.7,4.6,21.4,2.5,14.0,4.3,10.2,7.1,0.0,1.3,8.4,10.3,2.5,1.5,0.0,1.3,0.0,1.1,8.7,4.7,0.2,0.2,0.5758,0.0881,0.5571,0.476,0.2699,1.9669,0.341,0.4849,0.5945,0.4893,0.8324,0.0,2.4011,0.4738,0.3027,0.3027,0.3027,0.4384,0.0,0.0,0.6032,0.402,1.4436,0.1812,6.1143,0.2636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4699,385,146,46,70,284,216,0,16,0,16,0,16,94,73,0,16,18.4,6.6,0.9,1.4,5.6,4.2,0.0,0.6,0.0,0.6,0.0,0.6,1.9,1.4,0.0,0.6
42,Pennsylvania,PA,42001,Adams County,42001031102,Census Tract 311.02; Adams County; Pennsylvania,6.67422673985,3718,323,1441,132,1413,132,323,209,163,91,253,115,162,74,145,77,832,192,745,141,431,189,40,33,28,52,740,459,97,54,18,20,19,23,71,61,0,11,8.7,5.6,7.8,4.0,17.9,8.0,6.1,2.7,3.9,2.0,22.4,5.0,20.0,3.2,11.6,5.0,2.8,2.3,0.8,1.5,19.9,12.2,6.7,3.7,1.2,1.4,1.3,1.6,5.0,4.3,0.0,0.3,0.2133,0.772,0.2988,0.4332,0.4482,2.1655,0.4057,0.7091,0.4925,0.3236,0.3068,0.5775,2.4095,0.4785,0.5863,0.5863,0.5863,0.6195,0.6092,0.6282,0.3982,0.0,2.2551,0.5144,7.4164,0.4807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,113,63,104,91,332,195,9,14,19,28,0,11,238,164,38,63,8.0,4.4,2.8,2.4,8.9,5.1,0.2,0.4,0.5,0.8,0.0,0.8,6.4,4.3,1.0,1.7
42,Pennsylvania,PA,42001,Adams County,42001031201,Census Tract 312.01; Adams County; Pennsylvania,26.003225295344,3792,22,1502,125,1403,123,647,250,25,23,260,74,157,65,140,84,858,129,816,124,600,140,35,31,118,93,538,386,47,43,45,34,4,13,0,11,44,8,17.3,6.7,1.3,1.3,18.5,5.0,5.9,2.5,3.7,2.3,22.6,3.4,21.5,3.3,16.0,3.7,2.5,2.2,3.2,2.5,14.2,10.2,3.1,2.9,3.0,2.3,0.3,0.9,0.0,2.1,1.2,0.2,0.5176,0.0758,0.3321,0.4182,0.4194,1.7631,0.2754,0.7205,0.6027,0.6326,0.27,0.8444,3.0702,0.8291,0.4723,0.4723,0.4723,0.4754,0.703,0.3918,0.0,0.6912,2.2614,0.5182,7.567,0.5087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,107,61,34,44,377,359,60,87,0,11,0,11,67,48,0,11,7.6,4.2,0.9,1.2,9.9,9.5,1.6,2.3,0.0,0.8,0.0,0.8,1.8,1.3,0.0,0.8
42,Pennsylvania,PA,42001,Adams County,42001031202,Census Tract 312.02; Adams County; Pennsylvania,10.900132048848,2848,19,1056,74,1000,75,209,98,47,24,193,57,129,48,94,53,496,73,588,116,249,66,16,14,8,44,224,136,13,22,10,11,7,14,37,27,0,11,7.4,3.5,3.1,1.7,19.3,5.5,6.4,2.3,3.3,1.9,17.4,2.5,20.6,4.1,8.7,2.3,1.6,1.4,0.3,1.6,7.9,4.8,1.2,2.1,0.9,1.0,0.7,1.4,3.7,2.7,0.0,0.4,0.163,0.2905,0.3721,0.4619,0.3636,1.6511,0.2454,0.4128,0.5388,0.1501,0.1653,0.3815,1.6485,0.1174,0.2839,0.2839,0.2839,0.352,0.581,0.4888,0.3038,0.0,1.7256,0.2738,5.3091,0.1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,86,36,0,11,123,127,4,7,3,4,0,11,94,46,0,11,8.6,3.5,0.0,1.0,4.3,4.5,0.1,0.2,0.1,0.2,0.0,1.0,3.3,1.6,0.0,1.0
42,Pennsylvania,PA,42001,Adams County,42001031203,Census Tract 312.03; Adams County; Pennsylvania,17.533657846368,3090,23,1272,76,1214,70,216,86,64,42,177,54,194,73,97,52,697,123,528,87,433,126,37,25,0,44,149,85,0,15,27,28,3,11,21,20,0,11,7.0,2.8,3.8,2.5,14.6,4.4,8.3,3.0,3.1,1.7,22.6,4.0,17.1,2.8,14.0,4.1,3.1,2.1,0.0,1.5,4.8,2.8,0.0,1.2,2.1,2.2,0.2,0.9,1.7,1.7,0.0,0.4,0.1463,0.3901,0.1556,0.5929,0.3345,1.6194,0.2351,0.7205,0.2848,0.4893,0.3421,0.0,1.8367,0.1747,0.1494,0.1494,0.1494,0.0,0.6648,0.3821,0.1329,0.0,1.1798,0.1174,4.7853,0.0909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,126,48,45,54,60,52,4,8,15,14,0,11,25,20,0,11,10.4,3.8,1.5,1.7,1.9,1.7,0.1,0.2,0.5,0.5,0.0,1.0,0.8,0.6,0.0,1.0
42,Pennsylvania,PA,42001,Adams County,42001031300,Census Tract 313; Adams County; Pennsylvania,1.50766267266,4779,18,2024,171,1878,174,1128,366,55,61,539,191,218,119,175,140,723,122,1143,196,894,232,78,57,22,48,268,144,31,45,11,16,39,46,197,110,0,11,23.7,7.7,2.4,2.6,28.7,9.8,6.6,3.6,3.7,2.9,15.1,2.6,23.9,4.1,18.7,4.9,4.2,3.0,0.5,1.1,5.6,3.0,1.5,2.2,0.5,0.8,2.1,2.4,10.5,5.9,0.0,0.2,0.6995,0.1959,0.7012,0.476,0.4194,2.492,0.5043,0.2901,0.7656,0.7803,0.4715,0.4779,2.7854,0.6971,0.1834,0.1834,0.1834,0.3764,0.5178,0.7482,0.6612,0.0,2.3036,0.5403,7.7644,0.5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5167,216,84,89,101,88,90,11,16,0,11,0,11,80,73,0,11,11.5,4.5,1.9,2.1,1.8,1.9,0.2,0.3,0.0,0.6,0.0,0.6,1.7,1.5,0.0,0.6
42,Pennsylvania,PA,42001,Adams County,42001031401,Census Tract 314.01; Adams County; Pennsylvania,11.439418086838,4713,230,2043,169,1911,139,412,149,17,20,239,79,345,122,32,28,1850,204,788,91,601,146,98,56,88,75,669,368,30,28,185,56,1,12,79,54,304,11,9.3,3.3,1.0,1.2,12.5,4.0,9.2,3.2,0.7,0.6,39.3,4.0,16.7,1.8,13.4,3.3,5.2,2.9,1.9,1.7,14.2,7.8,1.5,1.4,9.1,2.8,0.1,0.6,4.1,2.8,6.5,0.4,0.238,0.0552,0.0874,0.6509,0.0394,1.0709,0.1062,0.9886,0.2567,0.4464,0.5709,0.7568,3.0194,0.8032,0.4723,0.4723,0.4723,0.3764,0.8498,0.3744,0.3338,0.901,2.8354,0.7691,7.398,0.4778,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4247,134,59,42,54,252,205,164,67,3,5,0,11,208,122,0,11,7.0,2.9,0.9,1.2,5.3,4.3,3.5,1.4,0.1,0.1,0.0,0.6,4.4,2.6,0.0,0.6
42,Pennsylvania,PA,42001,Adams County,42001031402,Census Tract 314.02; Adams County; Pennsylvania,21.994183827196,2284,232,1123,125,1024,123,145,75,86,67,110,60,126,79,109,77,770,192,330,90,344,100,43,44,0,44,110,320,11,19,96,54,15,19,28,33,0,11,6.4,3.3,8.3,5.8,10.7,5.7,6.7,4.1,4.8,3.3,33.7,6.8,14.4,3.7,15.1,4.3,4.2,4.3,0.0,2.0,4.8,14.0,1.0,1.7,8.5,4.9,1.5,1.8,2.7,3.2,0.0,0.5,0.129,0.8026,0.0488,0.4812,0.5589,2.0205,0.3583,0.9716,0.1529,0.5742,0.4715,0.0,2.1702,0.3268,0.1494,0.1494,0.1494,0.3375,0.8374,0.6641,0.2182,0.0,2.0572,0.4191,6.3973,0.3077,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1933,85,51,64,72,0,11,26,71,0,11,0,11,20,29,0,11,8.3,4.9,2.8,3.1,0.0,1.3,1.1,3.1,0.0,1.3,0.0,1.3,0.9,1.2,0.0,1.3
42,Pennsylvania,PA,42001,Adams County,42001031501,Census Tract 315.01; Adams County; Pennsylvania,0.572042545568,3801,290,568,79,534,84,404,188,91,38,165,66,24,25,83,46,207,41,302,127,381,115,55,32,14,46,971,449,86,39,0,11,0,15,44,25,2482,27,30.2,12.5,5.0,2.0,30.9,11.4,3.0,3.2,2.2,1.2,5.4,1.2,7.9,3.0,10.0,3.2,10.3,5.8,0.4,1.2,25.5,11.7,15.2,6.5,0.0,5.1,0.0,2.8,8.2,4.5,65.3,5.0,0.7967,0.5429,0.7538,0.177,0.2156,2.486,0.5016,0.0208,0.0428,0.2276,0.8338,0.4322,1.5572,0.0968,0.6736,0.6736,0.6736,0.8065,0.0,0.0,0.5818,0.9897,2.378,0.5753,7.0948,0.4201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5143,80,38,211,71,441,130,219,135,0,11,0,11,92,52,8,12,15.0,6.8,5.6,1.8,11.6,3.5,5.8,3.6,0.0,0.8,0.0,0.8,2.4,1.4,0.2,0.3
42,Pennsylvania,PA,42001,Adams County,42001031502,Census Tract 315.02; Adams County; Pennsylvania,1.087719604564,3908,292,2047,217,1769,191,526,160,193,136,659,199,267,120,459,243,698,132,525,153,642,165,55,55,122,113,1052,428,150,79,0,11,18,25,220,96,386,32,14.9,4.4,8.5,5.8,37.3,10.5,9.5,4.2,11.7,6.1,17.9,3.1,13.4,3.6,16.4,4.0,3.1,3.1,3.2,3.0,26.9,10.8,7.4,3.8,0.0,1.5,1.0,1.4,12.4,5.4,9.9,0.4,0.436,0.8152,0.8591,0.6682,0.9142,3.6927,0.8476,0.4395,0.121,0.6555,0.3421,0.8444,2.4025,0.4747,0.6921,0.6921,0.6921,0.6457,0.0,0.5618,0.71,0.9317,2.8492,0.7762,9.6365,0.8111,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,8931,264,93,107,74,816,265,77,55,0,11,0,11,52,45,0,11,14.9,5.2,2.7,1.9,20.9,6.3,2.0,1.4,0.0,0.8,0.0,0.8,1.3,1.2,0.0,0.8
42,Pennsylvania,PA,42001,Adams County,42001031600,Census Tract 316; Adams County; Pennsylvania,47.681878459997996,7153,466,3060,200,2770,200,427,160,68,49,675,223,323,101,237,114,1425,147,1463,207,934,196,20,17,5,62,532,680,0,22,77,53,0,22,88,61,0,16,6.0,2.2,1.8,1.3,24.4,7.9,6.0,1.9,3.3,1.6,19.9,2.1,20.5,2.2,13.1,2.7,0.7,0.6,0.1,0.9,7.4,9.5,0.0,0.7,2.5,1.7,0.0,0.8,3.2,2.2,0.0,0.2,0.1166,0.1213,0.5735,0.4241,0.3636,1.5991,0.231,0.5532,0.5333,0.4241,0.0794,0.2989,1.8889,0.1918,0.2631,0.2631,0.2631,0.0,0.6824,0.0,0.2632,0.0,0.9456,0.075,4.6967,0.0853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3153,271,106,82,85,187,126,23,31,8,10,0,16,226,110,6,7,9.8,3.9,1.1,1.2,2.6,1.8,0.3,0.4,0.1,0.1,0.0,0.4,3.2,1.6,0.1,0.1
42,Pennsylvania,PA,42001,Adams County,42001031700,Census Tract 317; Adams County; Pennsylvania,39.808526630605996,2936,324,1257,90,1105,106,607,254,38,24,285,77,302,93,209,109,604,60,655,161,443,114,20,18,22,47,214,421,23,30,54,31,4,12,79,32,53,5,20.7,8.3,2.6,1.6,25.8,6.5,14.7,4.0,7.1,3.2,20.6,2.8,22.3,3.4,15.1,4.0,1.8,1.6,0.8,1.7,7.3,14.3,1.8,2.4,4.3,2.5,0.4,1.1,7.1,2.9,1.8,0.3,0.6345,0.2197,0.6174,0.8464,0.7542,3.0722,0.6958,0.593,0.6698,0.5742,0.1853,0.5775,2.5998,0.6,0.2599,0.2599,0.2599,0.3966,0.7398,0.4112,0.5329,0.7386,2.8191,0.7597,8.751,0.7037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,177,61,0,11,133,141,0,11,0,11,0,11,81,65,0,11,16.0,5.1,0.0,1.0,4.5,4.6,0.0,1.0,0.0,1.0,0.0,1.0,2.8,2.2,0.0,1.0
42,Pennsylvania,PA,42003,Allegheny County,42003010301,Census Tract 103.01; Allegheny County; Pennsylvania,0.106815890504,2028,61,0,11,0,11,0,11,0,11,0,22,317,77,0,11,45,32,21,20,0,11,0,15,15,45,1273,124,0,15,0,11,0,15,0,11,2028,61,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,19.0,4.7,-999.0,-999.0,2.2,1.6,1.0,1.0,-999.0,-999.0,-999.0,-999.0,0.7,2.2,62.8,5.8,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,100.0,0.0,-999.0,-999.0,-999.0,0.9235,-999.0,-999.0,-999.0,0.0079,0.0082,-999.0,-999.0,0.5441,-999.0,-999.0,0.8825,0.8825,0.8825,-999.0,-999.0,-999.0,-999.0,0.9965,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,1,-999,-999,0,0,-999,-999,0,-999,0,0,-999,-999,-999,-999,1,-999,-999,3659,0,11,1086,125,60,47,0,11,17,16,0,11,103,53,7,12,-999.0,-999.0,53.6,5.9,3.0,2.3,0.0,1.5,0.8,0.8,0.0,1.5,5.1,2.6,0.3,0.6
42,Pennsylvania,PA,42003,Allegheny County,42003010302,Census Tract 103.02; Allegheny County; Pennsylvania,0.22419398732,4631,198,462,99,322,97,408,154,110,88,187,88,39,21,205,102,50,24,210,87,440,142,29,40,7,45,1348,322,171,85,0,11,0,15,96,49,3902,86,50.1,14.9,4.9,4.0,58.1,21.0,7.8,4.5,4.5,2.2,1.1,0.5,4.5,1.8,9.6,3.1,9.0,12.1,0.2,1.0,29.1,6.8,37.0,16.6,0.0,6.3,0.0,4.7,29.8,13.3,84.3,4.1,0.9506,0.5306,0.9903,0.5627,0.5236,3.5578,0.8199,0.0053,0.0211,0.1974,0.7956,0.3364,1.3558,0.0591,0.712,0.712,0.712,0.95,0.0,0.0,0.9085,0.9927,2.8512,0.7765,8.4768,0.6623,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,3,5,16798,62,43,678,174,269,147,204,83,0,11,0,11,175,90,22,25,19.3,12.1,14.6,3.6,5.8,3.2,4.4,1.8,0.0,0.6,0.0,0.6,3.8,1.9,0.5,0.5
42,Pennsylvania,PA,42003,Allegheny County,42003020100,Census Tract 201; Allegheny County; Pennsylvania,0.551311570882,4310,368,2884,266,2098,258,643,174,93,43,484,150,82,60,239,99,507,158,94,48,322,70,0,15,20,47,1395,487,2605,271,30,42,10,21,878,212,1388,22,21.6,5.2,3.4,1.7,23.1,6.6,3.3,2.3,5.5,2.3,11.8,3.7,2.2,1.1,7.5,1.7,0.0,0.7,0.5,1.1,32.4,11.0,90.3,4.4,1.0,1.5,0.5,1.0,41.8,7.8,32.2,2.8,0.6551,0.334,0.5229,0.2005,0.6273,2.3398,0.4581,0.1483,0.0144,0.0946,0.0,0.4779,0.7352,0.0138,0.7386,0.7386,0.7386,0.9953,0.5934,0.4318,0.9641,0.973,3.9576,0.9915,7.7712,0.5402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3,84344,116,98,541,142,192,102,480,239,0,11,13,18,169,73,0,11,5.5,4.7,12.6,3.2,4.5,2.3,11.1,5.1,0.0,0.7,0.3,0.4,3.9,1.7,0.0,0.7
42,Pennsylvania,PA,42003,Allegheny County,42003020300,Census Tract 203; Allegheny County; Pennsylvania,0.61423808874,1471,206,1358,149,1067,166,130,122,97,117,189,65,2,5,20,18,75,32,64,63,33,24,4,14,11,46,301,287,1198,120,0,11,3,13,87,38,17,2,8.8,8.2,7.6,8.8,17.7,5.4,0.1,0.3,1.4,1.2,5.1,2.2,4.4,4.1,2.2,1.7,0.4,1.3,0.8,3.3,20.5,19.3,88.2,13.1,0.0,2.2,0.3,1.2,8.2,3.6,1.2,0.2,0.218,0.7573,0.2897,0.0123,0.1084,1.3857,0.1774,0.019,0.0208,0.0015,0.0579,0.5775,0.6767,0.0124,0.5977,0.5977,0.5977,0.9941,0.0,0.3918,0.5818,0.6912,2.6589,0.6979,5.319,0.1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,11522,31,31,15,23,44,32,229,97,0,11,0,11,13,14,0,11,2.9,3.0,1.0,1.6,3.0,2.2,15.6,6.3,0.0,2.0,0.0,2.0,0.9,1.0,0.0,2.0
42,Pennsylvania,PA,42003,Allegheny County,42003030500,Census Tract 305; Allegheny County; Pennsylvania,0.35815593724,3044,535,1957,188,1577,190,1194,412,310,187,641,154,80,49,132,110,544,116,368,204,330,110,128,69,14,46,2320,564,1395,239,0,11,41,46,606,140,86,7,39.2,11.7,18.0,9.0,40.6,8.5,3.7,2.4,4.3,3.6,17.9,4.4,12.1,5.4,10.8,3.9,8.1,4.3,0.5,1.5,76.2,12.8,71.2,10.1,0.0,1.5,2.6,2.9,38.4,8.0,2.8,0.5,0.8851,0.9756,0.8965,0.2289,0.4996,3.4857,0.8046,0.4395,0.0882,0.2761,0.7521,0.4779,2.0338,0.2556,0.9156,0.9156,0.9156,0.9865,0.0,0.8029,0.9515,0.8013,3.5422,0.9535,9.9773,0.842,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,2,4,4825,238,99,1821,451,135,101,216,129,0,11,0,11,126,123,22,36,15.1,5.8,59.8,7.7,4.4,3.4,7.1,4.1,0.0,1.0,0.0,1.0,4.1,4.0,0.7,1.2
42,Pennsylvania,PA,42003,Allegheny County,42003040200,Census Tract 402; Allegheny County; Pennsylvania,0.23353765572,1843,235,638,52,434,61,768,178,72,39,241,64,41,36,58,40,185,83,133,46,205,109,56,19,26,49,896,331,129,42,0,11,7,14,165,53,770,108,68.4,11.2,9.8,5.2,55.5,12.5,7.0,6.1,3.2,2.1,10.0,4.0,7.2,2.5,11.2,5.8,12.9,4.0,1.5,2.8,48.6,16.9,20.2,6.4,0.0,4.6,1.6,3.2,38.0,9.8,41.8,2.4,0.9888,0.8619,0.9844,0.5062,0.3483,3.6896,0.8464,0.0949,0.0357,0.3013,0.8876,0.7099,2.0294,0.2547,0.8336,0.8336,0.8336,0.8677,0.0,0.6824,0.9497,0.9815,3.4813,0.9409,10.0339,0.8485,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,24506,62,32,493,140,53,30,284,187,0,11,0,11,50,43,16,26,14.3,6.6,26.7,6.5,2.9,1.6,15.4,9.9,0.0,1.6,0.0,1.6,2.7,2.4,0.9,1.4
